Player,Team,Season,Appearances,SeasonAtTeam
Mo Shariff,Queens Park Rangers,2012,0,1
Jay Bothroyd,Queens Park Rangers,2012,21,1
DJ Campbell,Queens Park Rangers,2012,11,1
Troy Hewitt,Queens Park Rangers,2012,0,1
Martin Rowlands,Queens Park Rangers,2012,0,1
Bradley Orr,Queens Park Rangers,2012,6,1
Petter Vaagen Moen,Queens Park Rangers,2012,0,1
Jason Puncheon,Queens Park Rangers,2012,2,2
Alessandro Pellicori,Queens Park Rangers,2012,0,1
Matteo Alberti,Queens Park Rangers,2012,0,1
Antonio German,Queens Park Rangers,2012,0,1
Tommaso Trani,Queens Park Rangers,2012,0,1
Kaspars Gorkss,Queens Park Rangers,2012,0,1
Leon Clarke,Queens Park Rangers,2012,0,1
Asmir Begovic,Stoke City,2012,23,3
Carlo Nash,Stoke City,2012,0,2
Thomas Sørensen,Stoke City,2012,16,4
Danny Higginbotham,Stoke City,2012,2,4
Robert Huth,Stoke City,2012,34,3
Danny Collins,Stoke City,2012,0,3
Marc Wilson,Stoke City,2012,35,2
Ryan Shawcross,Stoke City,2012,36,4
Matt Upson,Stoke City,2012,14,1
Andy Wilkinson,Stoke City,2012,25,4
Ryan Shotton,Stoke City,2012,23,4
Jonathan Woodgate,Stoke City,2012,17,1
Glenn Whelan,Stoke City,2012,30,4
Jermaine Pennant,Stoke City,2012,27,3
Wilson Palacios,Stoke City,2012,0,1
Tom Soares,Stoke City,2012,0,4
Salif Diao,Stoke City,2012,6,4
Dean Whitehead,Stoke City,2012,33,3
Michael Tonge,Stoke City,2012,0,4
Rory Delap,Stoke City,2012,26,4
Matthew Etherington,Stoke City,2012,30,4
Diego Arismendi,Stoke City,2012,0,3
Matthew Lund,Stoke City,2012,0,3
Florent Cuvelier,Stoke City,2012,0,2
Michael Clarkson,Stoke City,2012,0,1
Lucas Dawson,Stoke City,2012,0,1
Ryan Brunt,Stoke City,2012,0,1
Kenwyne Jones,Stoke City,2012,21,2
Ricardo Fuller,Stoke City,2012,13,4
Mamady Sidibe,Stoke City,2012,0,4
Jonathan Walters,Stoke City,2012,38,2
Peter Crouch,Stoke City,2012,1,1
Cameron Jerome,Stoke City,2012,23,1
Louis Moult,Stoke City,2012,0,3
Ben Marshall,Stoke City,2012,0,3
Danny Pugh,Stoke City,2012,3,4
Andrew Davies,Stoke City,2012,0,4
Ben Wilson,Sunderland,2012,0,1
Lewis King,Sunderland,2012,0,1
Craig Gordon,Sunderland,2012,1,5
Keiren Westwood,Sunderland,2012,9,1
Simon Mignolet,Sunderland,2012,29,2
Trevor Carson,Sunderland,2012,0,6
Marcos Angeleri,Sunderland,2012,0,2
Liam Bagnall,Sunderland,2012,0,1
Phil Bardsley,Sunderland,2012,31,5
Wayne Bridge,Sunderland,2012,0,1
Michael Turner,Sunderland,2012,24,3
Wes Brown,Sunderland,2012,20,1
Matthew Kilgallon,Sunderland,2012,10,3
John O'Shea,Sunderland,2012,29,1
Titus Bramble,Sunderland,2012,8,2
George McCartney,Sunderland,2012,0,9
Sotirios Kyrgiakos,Sunderland,2012,0,1
Blair Adams,Sunderland,2012,0,2
Michael Liddle,Sunderland,2012,0,4
Louis Laing,Sunderland,2012,0,2
John Egan,Sunderland,2012,0,1
Sebastian Larsson,Sunderland,2012,32,1
Craig Gardner,Sunderland,2012,30,1
Kieran Richardson,Sunderland,2012,29,5
Jack Colback,Sunderland,2012,35,4
David Vaughan,Sunderland,2012,22,1
David Meyler,Sunderland,2012,7,4
James McClean,Sunderland,2012,23,1
Ahmed El Mohamady,Sunderland,2012,18,2
Stéphane Sessegnon,Sunderland,2012,36,2
Lee Cattermole,Sunderland,2012,23,3
Billy Knott,Sunderland,2012,0,2
Adam Reed,Sunderland,2012,0,3
Roarie Deacon,Sunderland,2012,0,1
Fraizer Campbell,Sunderland,2012,12,3
Connor Wickham,Sunderland,2012,16,1
Oumare Tounkara,Sunderland,2012,0,3
Jordan Cook,Sunderland,2012,0,4
Dong-Won Ji,Sunderland,2012,19,1
Ryan Noble,Sunderland,2012,2,3
Craig Lynch,Sunderland,2012,0,2
Nicklas Bendtner,Sunderland,2012,1,1
Cristian Riveros,Sunderland,2012,0,2
Liam Noble,Sunderland,2012,0,3
Nyron Nosworthy,Sunderland,2012,0,6
Asamoah Gyan,Sunderland,2012,3,2
Anton Ferdinand,Sunderland,2012,3,4
Robbie Weir,Sunderland,2012,0,2
Jordan Pickford,Sunderland,2012,0,1
Michel Vorm,Swansea City,2012,37,1
David Cornell,Swansea City,2012,0,1
José Moreira,Swansea City,2012,0,1
Gerhard Tremmel,Swansea City,2012,1,1
Neil Taylor,Swansea City,2012,36,1
Steven Caulker,Swansea City,2012,0,1
Alan Tate,Swansea City,2012,5,1
Ashley Williams,Swansea City,2012,37,1
Garry Monk,Swansea City,2012,16,1
Federico Bessone,Swansea City,2012,1,1
Angel Rangel,Swansea City,2012,34,1
Darnel Situ,Swansea City,2012,0,1
Curtis Obeng,Swansea City,2012,0,1
Ben Davies,Swansea City,2012,0,1
Joe Walsh,Swansea City,2012,0,1
Daniel Alfei,Swansea City,2012,0,1
Ferrie Bodde,Swansea City,2012,0,1
Leon Britton,Swansea City,2012,36,1
Andrea Orlandi,Swansea City,2012,3,1
Scott Sinclair,Swansea City,2012,38,1
Nathan Dyer,Swansea City,2012,34,1
Wayne Routledge,Swansea City,2012,28,1
Josh McEachran,Swansea City,2012,2,1
Joe Allen,Swansea City,2012,36,1
Kemy Agustien,Swansea City,2012,13,1
Mark Gower,Swansea City,2012,20,1
Jazz Richards,Swansea City,2012,8,1
Scott Donnelly,Swansea City,2012,0,1
Lee Lucas,Swansea City,2012,0,1
Gwion Edwards,Swansea City,2012,0,1
Kurtis March,Swansea City,2012,0,1
Gylfi Sigurdsson,Swansea City,2012,18,1
Danny Graham,Swansea City,2012,36,1
Stephen Dobbie,Swansea City,2012,8,1
Leroy Lita,Swansea City,2012,16,1
Luke Moore,Swansea City,2012,20,1
Casey Thomas,Swansea City,2012,0,1
Rory Donnelly,Swansea City,2012,0,1
Thomas Butler,Swansea City,2012,0,1
Craig Beattie,Swansea City,2012,0,1
Vangelis Moras,Swansea City,2012,1,1
David Cotterill,Swansea City,2012,0,1
Rafik Halliche,Swansea City,2012,0,1
Yves Ma-Kalambay,Swansea City,2012,0,1
Shaun MacDonald,Swansea City,2012,0,1
Ryan Harley,Swansea City,2012,0,1
Ben Alnwick,Tottenham Hotspur,2012,0,6
Heurelho Gomes,Tottenham Hotspur,2012,0,4
Carlo Cudicini,Tottenham Hotspur,2012,0,4
Brad Friedel,Tottenham Hotspur,2012,38,1
David Button,Tottenham Hotspur,2012,0,5
Kyle Walker,Tottenham Hotspur,2012,37,3
Danny Rose,Tottenham Hotspur,2012,11,5
Younes Kaboul,Tottenham Hotspur,2012,33,4
William Gallas,Tottenham Hotspur,2012,15,2
Kyle Naughton,Tottenham Hotspur,2012,0,3
Sebastien Bassong,Tottenham Hotspur,2012,5,3
Michael Dawson,Tottenham Hotspur,2012,7,8
Vedran Corluka,Tottenham Hotspur,2012,3,4
Ledley King,Tottenham Hotspur,2012,21,14
Benoit Assou-Ekotto,Tottenham Hotspur,2012,34,6
Steven Caulker,Tottenham Hotspur,2012,0,3
Ryan Nelsen,Tottenham Hotspur,2012,1,1
Bongani Khumalo,Tottenham Hotspur,2012,0,2
Adam Smith,Tottenham Hotspur,2012,1,5
Ryan Fredericks,Tottenham Hotspur,2012,0,3
Kevin Stewart,Tottenham Hotspur,2012,0,1
Jack Barthram,Tottenham Hotspur,2012,0,1
Lee Angol,Tottenham Hotspur,2012,0,1
Scott Parker,Tottenham Hotspur,2012,29,1
Tom Huddlestone,Tottenham Hotspur,2012,2,7
Aaron Lennon,Tottenham Hotspur,2012,23,7
Rafael van der Vaart,Tottenham Hotspur,2012,33,2
Gareth Bale,Tottenham Hotspur,2012,36,5
Luka Modric,Tottenham Hotspur,2012,36,4
David Bentley,Tottenham Hotspur,2012,0,4
Andros Townsend,Tottenham Hotspur,2012,0,4
Jermaine Jenas,Tottenham Hotspur,2012,0,7
Niko Kranjcar,Tottenham Hotspur,2012,12,3
Iago Falque,Tottenham Hotspur,2012,0,2
Tom Carroll,Tottenham Hotspur,2012,0,2
Jake Livermore,Tottenham Hotspur,2012,24,6
Sandro,Tottenham Hotspur,2012,23,2
Ryan Mason,Tottenham Hotspur,2012,0,4
Steven Pienaar,Tottenham Hotspur,2012,2,2
John Bostock,Tottenham Hotspur,2012,0,4
Simon Dawkins,Tottenham Hotspur,2012,0,5
Cristian Ceballos,Tottenham Hotspur,2012,0,1
Jake Nicholson,Tottenham Hotspur,2012,0,2
Massimo Luongo,Tottenham Hotspur,2012,0,1
Alex Pritchard,Tottenham Hotspur,2012,0,1
Dean Parrett,Tottenham Hotspur,2012,0,4
Kudos Oyenuga,Tottenham Hotspur,2012,0,1
Souleymane Coulibaly,Tottenham Hotspur,2012,0,1
Emmanuel Adebayor,Tottenham Hotspur,2012,0,1
Louis Saha,Tottenham Hotspur,2012,18,1
Giovani dos Santos,Tottenham Hotspur,2012,7,4
Jermain Defoe,Tottenham Hotspur,2012,25,9
Harry Kane,Tottenham Hotspur,2012,0,3
Jonathan Obika,Tottenham Hotspur,2012,0,4
Cameron Lancaster,Tottenham Hotspur,2012,1,2
Roman Pavlyuchenko,Tottenham Hotspur,2012,5,4
Callum Tapping,Tottenham Hotspur,2012,0,2
Wilson Palacios,Tottenham Hotspur,2012,0,4
Peter Crouch,Tottenham Hotspur,2012,1,5
Alan Hutton,Tottenham Hotspur,2012,0,5
Robbie Keane,Tottenham Hotspur,2012,0,10
Ben Foster,West Bromwich Albion,2012,37,1
Marton Fülöp,West Bromwich Albion,2012,1,1
Boaz Myhill,West Bromwich Albion,2012,0,2
Luke Daniels,West Bromwich Albion,2012,0,5
Steven Reid,West Bromwich Albion,2012,22,2
Joe Mattock,West Bromwich Albion,2012,0,2
Jonas Olsson,West Bromwich Albion,2012,33,3
Liam Ridgewell,West Bromwich Albion,2012,13,1
Gonzalo Jara,West Bromwich Albion,2012,4,2
Nicky Shorey,West Bromwich Albion,2012,25,2
Gareth McAuley,West Bromwich Albion,2012,32,1
Craig Dawson,West Bromwich Albion,2012,8,2
James Hurst,West Bromwich Albion,2012,0,2
Billy Jones,West Bromwich Albion,2012,18,1
Gabriel Tamas,West Bromwich Albion,2012,8,2
Liam O'Neil,West Bromwich Albion,2012,0,1
Cameron Gayle,West Bromwich Albion,2012,0,1
Somen Tchoyi,West Bromwich Albion,2012,18,2
James Morrison,West Bromwich Albion,2012,30,3
Keith Andrews,West Bromwich Albion,2012,0,1
Chris Brunt,West Bromwich Albion,2012,29,3
Jerome Thomas,West Bromwich Albion,2012,29,2
George Thorne,West Bromwich Albion,2012,3,2
Scott Allan,West Bromwich Albion,2012,0,1
Graham Dorrans,West Bromwich Albion,2012,31,3
Youssouf Mulumbu,West Bromwich Albion,2012,35,3
Zoltán Gera,West Bromwich Albion,2012,3,4
Sam Mantom,West Bromwich Albion,2012,0,2
Paul Scharner,West Bromwich Albion,2012,29,2
Kemar Roofe,West Bromwich Albion,2012,0,2
Romaine Sawyers,West Bromwich Albion,2012,0,3
Kayleden Brown,West Bromwich Albion,2012,0,2
Shane Long,West Bromwich Albion,2012,32,1
Peter Odemwingie,West Bromwich Albion,2012,30,2
Simon Cox,West Bromwich Albion,2012,18,2
Marc-Antoine Fortuné,West Bromwich Albion,2012,17,3
Saido Berahino,West Bromwich Albion,2012,0,2
Chris Wood,West Bromwich Albion,2012,0,3
Lateef Elford-Alliyu,West Bromwich Albion,2012,0,2
Roman Bednar,West Bromwich Albion,2012,0,3
Paul Downing,West Bromwich Albion,2012,0,3
Pablo Ibáñez,West Bromwich Albion,2012,0,2
Marek Cech,West Bromwich Albion,2012,0,3
Ishmael Miller,West Bromwich Albion,2012,0,3
Chris Kirkland,Wigan Athletic,2012,0,7
Mike Pollitt,Wigan Athletic,2012,0,7
Lee Nicholls,Wigan Athletic,2012,0,3
Ali Al Habsi,Wigan Athletic,2012,38,2
Steve Gohouri,Wigan Athletic,2012,10,3
Antolin Alcaraz,Wigan Athletic,2012,25,2
Gary Caldwell,Wigan Athletic,2012,36,2
Emmerson Boyce,Wigan Athletic,2012,26,6
Ronnie Stam,Wigan Athletic,2012,20,2
Piscu,Wigan Athletic,2012,5,2
Roman Golobart,Wigan Athletic,2012,0,3
Jordan Mustoe,Wigan Athletic,2012,0,3
Rob Kiernan,Wigan Athletic,2012,0,1
Maynor Figueroa,Wigan Athletic,2012,38,6
Jordan Robinson,Wigan Athletic,2012,0,2
Adam Buxton,Wigan Athletic,2012,0,2
Callum Morris,Wigan Athletic,2012,0,2
James McCarthy,Wigan Athletic,2012,33,3
David Jones,Wigan Athletic,2012,16,1
Hendry Thomas,Wigan Athletic,2012,0,3
Albert Crusat,Wigan Athletic,2012,15,1
Ben Watson,Wigan Athletic,2012,21,4
Shaun Maloney,Wigan Athletic,2012,13,1
Jordi Gómez,Wigan Athletic,2012,28,3
James McArthur,Wigan Athletic,2012,31,2
Mohamed Diamé,Wigan Athletic,2012,26,3
Jean Beausejour,Wigan Athletic,2012,16,1
Daniel Redmond,Wigan Athletic,2012,0,2
Nouha Dicko,Wigan Athletic,2012,0,1
Ryan Watson,Wigan Athletic,2012,0,1
Joe Holt,Wigan Athletic,2012,0,4
Franco Di Santo,Wigan Athletic,2012,32,2
Victor Moses,Wigan Athletic,2012,38,3
Callum McManaman,Wigan Athletic,2012,2,4
Conor Sammon,Wigan Athletic,2012,25,2
Mauro Boselli,Wigan Athletic,2012,0,2
Hugo Rodallega,Wigan Athletic,2012,23,4
Dariusz Adamczuk,Wigan Athletic,2012,0,8
Patrick van Aanholt,Wigan Athletic,2012,0,1
Adam Dawson,Wigan Athletic,2012,0,1
Liam Willis,Wigan Athletic,2012,0,1
Wayne Hennessey,Wolverhampton Wanderers,2012,34,4
Carl Ikeme,Wolverhampton Wanderers,2012,1,4
Aaron McCarey,Wolverhampton Wanderers,2012,0,1
Dorus de Vries,Wolverhampton Wanderers,2012,4,1
Roger Johnson,Wolverhampton Wanderers,2012,27,1
Matt Doherty,Wolverhampton Wanderers,2012,1,2
George Elokobi,Wolverhampton Wanderers,2012,9,3
Richard Stearman,Wolverhampton Wanderers,2012,30,3
Jody Craddock,Wolverhampton Wanderers,2012,1,4
Danny Batth,Wolverhampton Wanderers,2012,0,3
Christophe Berra,Wolverhampton Wanderers,2012,32,3
Steven Mouyokolo,Wolverhampton Wanderers,2012,0,2
Sebastien Bassong,Wolverhampton Wanderers,2012,5,1
Jamie Reckord,Wolverhampton Wanderers,2012,0,2
Ronald Zubar,Wolverhampton Wanderers,2012,15,3
Ethan Ebanks-Landell,Wolverhampton Wanderers,2012,0,2
Michael Ihiekwe,Wolverhampton Wanderers,2012,0,1
Kevin Foley,Wolverhampton Wanderers,2012,16,3
David Edwards,Wolverhampton Wanderers,2012,26,3
Michael Kightly,Wolverhampton Wanderers,2012,18,4
Karl Henry,Wolverhampton Wanderers,2012,31,3
David Davis,Wolverhampton Wanderers,2012,7,3
Stephen Ward,Wolverhampton Wanderers,2012,38,3
Anthony Forde,Wolverhampton Wanderers,2012,6,1
Stephen Hunt,Wolverhampton Wanderers,2012,24,2
Matthew Jarvis,Wolverhampton Wanderers,2012,37,3
Jack Price,Wolverhampton Wanderers,2012,0,1
Adam Hammill,Wolverhampton Wanderers,2012,9,2
Nenad Milijas,Wolverhampton Wanderers,2012,20,3
Eggert Jónsson,Wolverhampton Wanderers,2012,3,1
Jamie O'Hara,Wolverhampton Wanderers,2012,19,2
Adlène Guédioura,Wolverhampton Wanderers,2012,10,3
Louis Harris,Wolverhampton Wanderers,2012,0,1
Nathaniel Mendez-Laing,Wolverhampton Wanderers,2012,0,3
Johnny Gorman,Wolverhampton Wanderers,2012,1,1
Sylvan Ebanks-Blake,Wolverhampton Wanderers,2012,23,3
Leigh Griffiths,Wolverhampton Wanderers,2012,0,2
Steven Fletcher,Wolverhampton Wanderers,2012,32,2
Jake Cassidy,Wolverhampton Wanderers,2012,0,2
Sam Vokes,Wolverhampton Wanderers,2012,4,3
Liam McAlinden,Wolverhampton Wanderers,2012,0,1
Kevin Doyle,Wolverhampton Wanderers,2012,33,3
Sam Winnall,Wolverhampton Wanderers,2012,0,2
Ashley Hemmings,Wolverhampton Wanderers,2012,0,3
Emmanuel Frimpong,Wolverhampton Wanderers,2012,6,2
Andy Keogh,Wolverhampton Wanderers,2012,0,3
James Spray,Wolverhampton Wanderers,2012,0,3
Stefan Maierhofer,Wolverhampton Wanderers,2012,1,2
